sensor_key,distance_threshold,outlier_threshold,remove_intersections,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J)
H,6500.0,1.0,1.0,86400.0,651.0,351.0,387.0,300.0,11972.8,6668.0,48106.5,9.9,18.15,45256.2,2673.0,3.52,145.765
S,6500.0,1.0,1.0,86400.0,657.0,284.0,321.0,373.0,21328.1,5395.0,48090.3,22.5378,18.15,45228.7,2673.0,5.28,142.609
K,6500.0,1.0,1.0,86400.0,656.0,311.0,350.0,345.0,15853.3,5908.0,48100.1,20.6234,27.225,45224.3,2673.0,7.04,147.917
M,6500.0,1.0,1.0,86400.0,657.0,269.0,310.0,388.0,17612.9,5110.0,48091.4,24.8428,27.225,45215.9,2673.0,7.04,143.448
N,6500.0,1.0,1.0,86400.0,653.0,510.0,523.0,143.0,23679.9,9689.0,48107.1,22.6015,36.3,45212.1,2673.0,8.8,154.297
O,6500.0,1.0,1.0,86400.0,653.0,339.0,375.0,314.0,13028.6,6440.0,48104.4,11.275,18.15,45253.5,2673.0,3.52,144.981
A,1500.0,1.0,1.0,86400.0,653.0,248.0,294.0,405.0,6456.02,4711.0,48077.1,35.5848,27.225,45194.4,2673.0,7.04,139.836
B,1500.0,1.0,1.0,86400.0,652.0,292.0,334.0,360.0,6467.05,5547.0,48087.9,32.5228,36.3,45192.3,2673.0,8.8,145.011
C,1500.0,1.0,1.0,86400.0,653.0,281.0,325.0,372.0,8600.19,5338.0,48099.7,11.275,18.15,45253.5,2673.0,3.52,140.27
D,1500.0,1.0,1.0,86400.0,646.0,342.0,378.0,304.0,6205.98,6497.0,48101.4,12.65,18.15,45250.7,2673.0,3.52,143.388
N,1500.0,1.0,1.0,86400.0,643.0,395.0,420.0,248.0,7687.04,7504.0,48100.0,11.55,9.075,45261.2,2673.0,1.76,143.484
O,1500.0,1.0,1.0,86400.0,643.0,435.0,460.0,208.0,7727.53,8264.0,48107.2,9.9,18.15,45256.2,2673.0,3.52,146.463
A,1500.0,3.0,0.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,1500.0,3.0,0.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,1500.0,3.0,0.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,1500.0,3.0,0.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,3500.0,2.0,1.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,3500.0,2.0,1.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,3500.0,2.0,1.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,3500.0,2.0,1.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,9000.0,3.0,1.0,86400.0,659.0,75.0,146.0,584.0,3639.48,1424.0,48080.9,26.2151,27.225,45213.1,2673.0,7.04,134.335
B,9000.0,3.0,1.0,86400.0,652.0,107.0,171.0,545.0,8414.74,2032.0,48098.6,9.9,18.15,45256.2,2673.0,3.52,137.837
C,9000.0,3.0,1.0,86400.0,660.0,137.0,198.0,523.0,12512.6,2602.0,48085.4,23.3241,36.3,45210.7,2673.0,8.8,133.3
D,9000.0,3.0,1.0,86400.0,658.0,111.0,174.0,547.0,8932.55,2108.0,48076.9,32.4063,36.3,45192.5,2673.0,8.8,133.943
E,9000.0,3.0,1.0,86400.0,656.0,412.0,434.0,244.0,26988.3,7827.0,48093.7,27.9175,36.3,45201.5,2673.0,8.8,146.191
F,9000.0,3.0,1.0,86400.0,658.0,205.0,256.0,453.0,16610.9,3894.0,48092.8,15.4,18.15,45245.2,2673.0,3.52,137.564
G,9000.0,3.0,1.0,86400.0,658.0,281.0,322.0,377.0,19336.4,5338.0,48093.8,16.775,18.15,45242.5,2673.0,3.52,139.866
H,9000.0,3.0,1.0,86400.0,658.0,234.0,282.0,424.0,17347.0,4445.0,48095.1,18.15,18.15,45239.7,2673.0,3.52,142.544
A,1000.0,0.0,0.0,86400.0,661.0,324.0,363.0,337.0,24733.2,6155.0,48097.4,12.65,9.075,45256.8,2673.0,3.52,142.389
B,1000.0,0.0,0.0,86400.0,653.0,341.0,376.0,312.0,11225.9,6478.0,48104.1,11.0,18.15,45251.8,2673.0,5.28,144.829
C,1000.0,0.0,0.0,86400.0,650.0,329.0,368.0,321.0,2442.31,6250.0,48107.0,9.84749,27.225,45245.9,2673.0,7.04,144.061
D,1000.0,0.0,0.0,86400.0,649.0,329.0,369.0,320.0,1237.17,6250.0,48085.5,32.3402,36.3,45192.6,2673.0,8.8,142.477
E,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1857.63,12140.0,48094.9,35.263,27.225,45195.0,2673.0,7.04,157.39
F,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
G,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
H,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
R,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
S,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
K,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
L,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
M,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
N,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
O,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
P,1000.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
A,8500.0,1.0,1.0,86400.0,658.0,105.0,167.0,553.0,9167.99,1994.0,48072.3,35.3222,27.225,45194.9,2673.0,7.04,134.781
B,8500.0,1.0,1.0,86400.0,657.0,256.0,302.0,401.0,16275.0,4863.0,48101.0,9.9,18.15,45256.2,2673.0,3.52,140.254
C,8500.0,1.0,1.0,86400.0,653.0,169.0,228.0,484.0,2226.12,3210.0,48097.6,11.275,18.15,45253.5,2673.0,3.52,138.181
D,8500.0,1.0,1.0,86400.0,653.0,262.0,307.0,391.0,12707.6,4977.0,48100.6,12.65,18.15,45250.7,2673.0,3.52,142.596
E,8500.0,1.0,1.0,86400.0,650.0,621.0,622.0,29.0,24158.0,11798.0,48099.6,32.2652,36.3,45192.8,2673.0,8.8,156.439
F,8500.0,1.0,1.0,86400.0,653.0,255.0,301.0,398.0,9917.69,4844.0,48097.3,15.4,18.15,45245.2,2673.0,3.52,142.024
G,8500.0,1.0,1.0,86400.0,655.0,412.0,436.0,243.0,21713.4,7827.0,48096.7,23.3873,27.225,45218.8,2673.0,7.04,147.227
S,8500.0,1.0,1.0,86400.0,658.0,240.0,287.0,418.0,15432.0,4559.0,48104.5,15.3712,18.15,45243.1,2673.0,5.28,149.684
K,8500.0,1.0,1.0,86400.0,653.0,356.0,388.0,297.0,17297.7,6763.0,48111.4,9.9,18.15,45256.2,2673.0,3.52,150.671
L,8500.0,1.0,1.0,86400.0,652.0,557.0,563.0,95.0,29733.1,10582.0,48117.1,11.275,18.15,45253.5,2673.0,3.52,157.723
M,8500.0,1.0,1.0,86400.0,654.0,333.0,366.0,321.0,15330.6,6326.0,48102.8,12.7475,18.15,45248.3,2673.0,5.28,145.283
N,8500.0,1.0,1.0,86400.0,654.0,301.0,342.0,353.0,11727.5,5718.0,48089.5,32.3212,36.3,45192.7,2673.0,8.8,146.432
A,7000.0,2.0,1.0,86400.0,654.0,158.0,215.0,496.0,7232.98,3001.0,48100.3,11.55,9.075,45261.2,2673.0,1.76,143.763
B,7000.0,2.0,1.0,86400.0,653.0,116.0,180.0,537.0,6385.21,2203.0,48099.6,9.9,18.15,45256.2,2673.0,3.52,138.828
C,7000.0,2.0,1.0,86400.0,658.0,198.0,250.0,460.0,17034.1,3761.0,48097.3,11.275,18.15,45253.5,2673.0,3.52,137.88
D,7000.0,2.0,1.0,86400.0,656.0,233.0,281.0,423.0,12351.5,4426.0,48081.9,32.2502,36.3,45192.8,2673.0,8.8,138.775
E,7000.0,2.0,1.0,86400.0,648.0,346.0,379.0,302.0,16842.1,6573.0,48100.7,14.025,18.15,45248.0,2673.0,3.52,144.053
G,7000.0,2.0,1.0,86400.0,657.0,207.0,260.0,450.0,9439.23,3932.0,48091.4,16.5,18.15,45240.8,2673.0,5.28,137.692
M,7000.0,2.0,1.0,86400.0,650.0,301.0,341.0,349.0,14339.5,5718.0,48099.0,11.55,9.075,45261.2,2673.0,1.76,142.429
N,7000.0,2.0,1.0,86400.0,655.0,503.0,517.0,152.0,26542.3,9556.0,48117.4,8.378,27.225,45248.8,2673.0,7.04,152.937
O,7000.0,2.0,1.0,86400.0,654.0,305.0,345.0,349.0,13731.6,5794.0,48105.9,11.275,18.15,45253.5,2673.0,3.52,146.491
A,9500.0,1.0,1.0,86400.0,658.0,150.0,209.0,508.0,9125.38,2849.0,48095.9,12.8824,18.15,45248.0,2673.0,5.28,138.602
B,9500.0,1.0,1.0,86400.0,658.0,183.0,238.0,475.0,10719.2,3476.0,48087.4,22.55,27.225,45220.5,2673.0,7.04,137.092
C,9500.0,1.0,1.0,86400.0,657.0,205.0,258.0,452.0,10719.9,3894.0,48083.9,32.1071,36.3,45193.1,2673.0,8.8,140.607
D,9500.0,1.0,1.0,86400.0,650.0,265.0,309.0,385.0,13109.1,5034.0,48097.7,12.65,18.15,45250.7,2673.0,3.52,139.673
E,9500.0,1.0,1.0,86400.0,653.0,513.0,522.0,140.0,27383.9,9746.0,48098.0,26.675,27.225,45212.2,2673.0,7.04,151.832
F,9500.0,1.0,1.0,86400.0,650.0,238.0,285.0,412.0,10728.9,4521.0,48096.8,15.4,18.15,45245.2,2673.0,3.52,141.517
G,9500.0,1.0,1.0,86400.0,656.0,392.0,417.0,264.0,24836.1,7447.0,48100.2,18.3648,27.225,45228.8,2673.0,7.04,145.797
H,9500.0,1.0,1.0,86400.0,654.0,295.0,336.0,359.0,11612.4,5604.0,48086.4,32.183,36.3,45192.9,2673.0,8.8,143.232
S,9500.0,1.0,1.0,86400.0,654.0,287.0,321.0,367.0,18430.9,5452.0,48085.4,35.411,27.225,45194.7,2673.0,7.04,147.982
K,9500.0,1.0,1.0,86400.0,650.0,387.0,415.0,263.0,17496.9,7352.0,48115.0,9.9,18.15,45256.2,2673.0,3.52,154.277
L,9500.0,1.0,1.0,86400.0,657.0,280.0,316.0,377.0,22686.1,5319.0,48114.3,11.55,9.075,45261.2,2673.0,1.76,157.737
M,9500.0,1.0,1.0,86400.0,655.0,381.0,406.0,274.0,24131.3,7238.0,48095.7,32.1924,36.3,45192.9,2673.0,8.8,152.499
N,9500.0,1.0,1.0,86400.0,653.0,273.0,314.0,380.0,15181.2,5186.0,48105.1,11.275,18.15,45253.5,2673.0,3.52,145.665
O,9500.0,1.0,1.0,86400.0,652.0,249.0,296.0,403.0,9527.93,4730.0,48103.1,12.65,18.15,45250.7,2673.0,3.52,145.077
A,7500.0,3.0,1.0,86400.0,660.0,69.0,139.0,591.0,6504.4,1310.0,48087.1,22.6486,18.15,45228.5,2673.0,5.28,139.566
B,7500.0,3.0,1.0,86400.0,655.0,81.0,147.0,574.0,6623.51,1538.0,48091.4,9.9,18.15,45256.2,2673.0,3.52,130.592
C,7500.0,3.0,1.0,86400.0,656.0,105.0,171.0,551.0,8843.12,1994.0,48091.1,11.275,18.15,45253.5,2673.0,3.52,131.733
D,7500.0,3.0,1.0,86400.0,655.0,105.0,168.0,550.0,8324.83,1994.0,48090.0,12.65,18.15,45250.7,2673.0,3.52,131.985
E,7500.0,3.0,1.0,86400.0,658.0,375.0,405.0,283.0,24496.2,7124.0,48094.6,24.5763,27.225,45216.4,2673.0,7.04,146.368
G,7500.0,3.0,1.0,86400.0,658.0,287.0,327.0,371.0,19512.1,5452.0,48084.4,32.1459,36.3,45193.0,2673.0,8.8,141.129
A,7000.0,3.0,1.0,86400.0,660.0,69.0,139.0,591.0,6504.4,1310.0,48087.1,22.6486,18.15,45228.5,2673.0,5.28,139.566
B,7000.0,3.0,1.0,86400.0,655.0,81.0,147.0,574.0,6623.51,1538.0,48091.4,9.9,18.15,45256.2,2673.0,3.52,130.592
C,7000.0,3.0,1.0,86400.0,656.0,105.0,171.0,551.0,8843.12,1994.0,48091.1,11.275,18.15,45253.5,2673.0,3.52,131.733
D,7000.0,3.0,1.0,86400.0,655.0,105.0,168.0,550.0,8324.83,1994.0,48090.0,12.65,18.15,45250.7,2673.0,3.52,131.985
E,7000.0,3.0,1.0,86400.0,658.0,375.0,405.0,283.0,24496.2,7124.0,48094.6,24.5763,27.225,45216.4,2673.0,7.04,146.368
G,7000.0,3.0,1.0,86400.0,658.0,287.0,327.0,371.0,19512.1,5452.0,48084.4,32.1459,36.3,45193.0,2673.0,8.8,141.129
A,2000.0,3.0,0.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,2000.0,3.0,0.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,2000.0,3.0,0.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,2000.0,3.0,0.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,5000.0,0.0,1.0,86400.0,657.0,248.0,291.0,409.0,18009.6,4711.0,48086.8,31.1217,27.225,45203.3,2673.0,7.04,145.111
B,5000.0,0.0,1.0,86400.0,655.0,186.0,239.0,469.0,9615.76,3533.0,48098.2,9.9,18.15,45256.2,2673.0,3.52,137.41
C,5000.0,0.0,1.0,86400.0,653.0,206.0,259.0,447.0,4671.21,3913.0,48096.9,11.275,18.15,45253.5,2673.0,3.52,137.47
D,5000.0,0.0,1.0,86400.0,653.0,334.0,368.0,319.0,12493.8,6345.0,48091.7,33.1472,36.3,45191.0,2673.0,8.8,149.49
E,5000.0,0.0,1.0,86400.0,650.0,432.0,454.0,218.0,19625.7,8207.0,48106.7,14.025,18.15,45248.0,2673.0,3.52,150.081
F,5000.0,0.0,1.0,86400.0,650.0,261.0,306.0,389.0,15527.8,4958.0,48103.2,11.55,9.075,45261.2,2673.0,1.76,146.685
G,5000.0,0.0,1.0,86400.0,656.0,251.0,299.0,405.0,11770.9,4768.0,48083.3,32.7295,36.3,45191.8,2673.0,8.8,140.636
H,5000.0,0.0,1.0,86400.0,652.0,400.0,427.0,252.0,14993.5,7599.0,48091.9,32.3836,36.3,45192.5,2673.0,8.8,148.839
R,5000.0,0.0,1.0,86400.0,647.0,614.0,616.0,33.0,17214.2,11665.0,48092.4,35.6162,27.225,45194.3,2673.0,7.04,155.163
S,5000.0,0.0,1.0,86400.0,654.0,357.0,387.0,297.0,22736.2,6782.0,48102.4,11.55,9.075,45261.2,2673.0,1.76,145.818
K,5000.0,0.0,1.0,86400.0,656.0,507.0,521.0,149.0,29154.1,9632.0,48103.9,26.7089,36.3,45203.9,2673.0,8.8,155.167
L,5000.0,0.0,1.0,86400.0,649.0,612.0,614.0,37.0,21242.3,11627.0,48095.0,35.5138,27.225,45194.5,2673.0,7.04,157.734
M,5000.0,0.0,1.0,86400.0,659.0,319.0,354.0,340.0,25448.5,6060.0,48098.7,27.2963,27.225,45211.0,2673.0,7.04,153.166
N,5000.0,0.0,1.0,86400.0,652.0,418.0,440.0,234.0,22652.2,7941.0,48111.1,9.9,18.15,45256.2,2673.0,3.52,150.329
O,5000.0,0.0,1.0,86400.0,652.0,315.0,352.0,337.0,12596.6,5984.0,48112.3,11.275,18.15,45253.5,2673.0,3.52,152.93
P,5000.0,0.0,1.0,86400.0,646.0,564.0,571.0,82.0,12694.3,10715.0,48091.3,35.4282,27.225,45194.7,2673.0,7.04,153.911
A,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
B,500.0,0.0,0.0,86400.0,656.0,0.0,82.0,656.0,0.0,0.0,48082.0,11.55,9.075,45261.2,2673.0,1.76,125.444
C,500.0,0.0,0.0,86400.0,656.0,0.0,82.0,656.0,0.0,0.0,48082.0,11.55,9.075,45261.2,2673.0,1.76,125.444
D,500.0,0.0,0.0,86400.0,656.0,0.0,82.0,656.0,0.0,0.0,48082.0,11.55,9.075,45261.2,2673.0,1.76,125.444
E,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
F,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
G,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
H,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
R,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
S,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
K,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
L,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
M,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
N,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
O,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
P,500.0,0.0,0.0,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
A,9500.0,2.0,0.0,86400.0,655.0,150.0,210.0,505.0,8586.62,2849.0,48095.5,11.55,9.075,45261.2,2673.0,1.76,138.956
B,9500.0,2.0,0.0,86400.0,656.0,119.0,183.0,537.0,3826.06,2260.0,48077.0,32.3545,36.3,45192.6,2673.0,8.8,133.919
C,9500.0,2.0,0.0,86400.0,657.0,148.0,208.0,509.0,7621.67,2811.0,48082.8,32.0898,36.3,45193.1,2673.0,8.8,139.46
D,9500.0,2.0,0.0,86400.0,658.0,175.0,231.0,483.0,11928.6,3324.0,48081.1,32.3613,36.3,45192.6,2673.0,8.8,138.088
E,9500.0,2.0,0.0,86400.0,657.0,414.0,436.0,243.0,28929.0,7865.0,48095.8,32.2179,36.3,45192.9,2673.0,8.8,152.644
F,9500.0,2.0,0.0,86400.0,659.0,160.0,215.0,499.0,13851.9,3039.0,48101.2,14.7279,27.225,45236.1,2673.0,7.04,143.13
G,9500.0,2.0,0.0,86400.0,653.0,314.0,352.0,339.0,15525.4,5965.0,48100.5,16.775,18.15,45242.5,2673.0,3.52,146.607
H,9500.0,2.0,0.0,86400.0,656.0,278.0,321.0,378.0,13783.3,5281.0,48099.9,19.6378,27.225,45226.3,2673.0,7.04,146.746
L,9500.0,2.0,0.0,86400.0,655.0,141.0,198.0,514.0,10417.1,2678.0,48100.4,11.55,9.075,45261.2,2673.0,1.76,143.863
M,9500.0,2.0,0.0,86400.0,657.0,378.0,405.0,279.0,24650.3,7181.0,48106.8,11.0,18.15,45251.8,2673.0,5.28,147.57
N,9500.0,2.0,0.0,86400.0,656.0,273.0,316.0,383.0,19483.3,5186.0,48102.3,11.275,18.15,45253.5,2673.0,3.52,142.859
O,9500.0,2.0,0.0,86400.0,649.0,371.0,401.0,278.0,19532.7,7048.0,48105.8,12.65,18.15,45250.7,2673.0,3.52,147.794
A,9000.0,1.0,0.0,86400.0,655.0,167.0,222.0,488.0,11779.6,3172.0,48097.6,11.55,9.075,45261.2,2673.0,1.76,141.055
B,9000.0,1.0,0.0,86400.0,659.0,160.0,219.0,499.0,11363.3,3039.0,48093.5,15.2324,27.225,45235.1,2673.0,7.04,135.912
C,9000.0,1.0,0.0,86400.0,652.0,195.0,250.0,457.0,8369.94,3704.0,48098.3,11.275,18.15,45253.5,2673.0,3.52,138.861
D,9000.0,1.0,0.0,86400.0,650.0,173.0,231.0,477.0,4465.65,3286.0,48098.4,12.65,18.15,45250.7,2673.0,3.52,140.409
E,9000.0,1.0,0.0,86400.0,653.0,371.0,400.0,282.0,21079.9,7048.0,48107.8,14.025,18.15,45248.0,2673.0,3.52,151.118
F,9000.0,1.0,0.0,86400.0,655.0,249.0,294.0,406.0,16151.0,4730.0,48101.0,15.4,18.15,45245.2,2673.0,3.52,145.743
G,9000.0,1.0,0.0,86400.0,656.0,299.0,337.0,357.0,17359.7,5680.0,48087.5,32.1022,36.3,45193.1,2673.0,8.8,144.171
H,9000.0,1.0,0.0,86400.0,657.0,162.0,217.0,495.0,15666.2,3077.0,48093.2,18.15,18.15,45239.7,2673.0,3.52,140.652
S,9000.0,1.0,0.0,86400.0,651.0,207.0,258.0,444.0,8238.42,3932.0,48102.0,11.55,9.075,45261.2,2673.0,1.76,145.451
K,9000.0,1.0,0.0,86400.0,655.0,427.0,447.0,228.0,25287.2,8112.0,48107.7,17.1461,27.225,45231.3,2673.0,7.04,152.032
L,9000.0,1.0,0.0,86400.0,652.0,324.0,362.0,328.0,18637.8,6155.0,48108.8,11.275,18.15,45253.5,2673.0,3.52,149.41
A,7000.0,0.0,0.0,86400.0,659.0,292.0,334.0,367.0,20330.0,5547.0,48095.7,22.418,18.15,45229.0,2673.0,5.28,147.926
B,7000.0,0.0,0.0,86400.0,653.0,394.0,422.0,259.0,26671.6,7485.0,48110.5,9.9,18.15,45256.2,2673.0,3.52,149.756
C,7000.0,0.0,0.0,86400.0,649.0,312.0,350.0,337.0,13727.2,5927.0,48105.4,11.275,18.15,45253.5,2673.0,3.52,145.993
D,7000.0,0.0,0.0,86400.0,655.0,282.0,326.0,373.0,10383.5,5357.0,48090.0,32.336,36.3,45192.6,2673.0,8.8,146.963
E,7000.0,0.0,0.0,86400.0,650.0,494.0,508.0,156.0,30415.7,9385.0,48111.2,11.55,9.075,45261.2,2673.0,1.76,154.628
F,7000.0,0.0,0.0,86400.0,652.0,445.0,462.0,207.0,26366.7,8454.0,48107.9,11.55,9.075,45261.2,2673.0,1.76,151.375
G,7000.0,0.0,0.0,86400.0,655.0,396.0,422.0,259.0,26623.9,7523.0,48118.3,9.9,18.15,45256.2,2673.0,3.52,157.554
H,7000.0,0.0,0.0,86400.0,649.0,610.0,611.0,39.0,22076.7,11589.0,48104.7,22.8288,18.15,45228.1,2673.0,5.28,157.27
R,7000.0,0.0,0.0,86400.0,649.0,570.0,577.0,79.0,18526.7,10829.0,48098.7,32.5601,36.3,45192.2,2673.0,8.8,155.887
S,7000.0,0.0,0.0,86400.0,656.0,490.0,504.0,166.0,30925.9,9309.0,48103.6,21.4186,18.15,45231.0,2673.0,5.28,154.814
K,7000.0,0.0,0.0,86400.0,653.0,523.0,533.0,130.0,32728.5,9936.0,48111.5,11.55,9.075,45261.2,2673.0,1.76,154.995
L,7000.0,0.0,0.0,86400.0,652.0,600.0,602.0,52.0,27179.2,11399.0,48114.8,16.1185,27.225,45233.3,2673.0,7.04,158.133
M,7000.0,0.0,0.0,86400.0,656.0,413.0,436.0,243.0,26090.9,7846.0,48094.5,35.3188,27.225,45194.9,2673.0,7.04,157.038
N,7000.0,0.0,0.0,86400.0,657.0,490.0,506.0,167.0,29098.0,9309.0,48110.3,15.5477,27.225,45234.5,2673.0,7.04,153.02
O,7000.0,0.0,0.0,86400.0,654.0,459.0,479.0,195.0,21279.0,8720.0,48098.0,32.3236,36.3,45192.7,2673.0,8.8,154.972
P,7000.0,0.0,0.0,86400.0,645.0,605.0,607.0,40.0,13712.3,11494.0,48092.6,35.4437,27.225,45194.7,2673.0,7.04,155.238
A,5500.0,2.0,0.0,86400.0,651.0,186.0,239.0,465.0,10157.2,3533.0,48098.2,11.55,9.075,45261.2,2673.0,1.76,141.677
B,5500.0,2.0,0.0,86400.0,650.0,270.0,313.0,380.0,14894.5,5129.0,48103.3,9.9,18.15,45256.2,2673.0,3.52,142.554
C,5500.0,2.0,0.0,86400.0,652.0,267.0,309.0,385.0,13317.7,5072.0,48104.9,11.275,18.15,45253.5,2673.0,3.52,145.496
D,5500.0,2.0,0.0,86400.0,655.0,209.0,263.0,446.0,5766.01,3970.0,48082.3,32.105,36.3,45193.1,2673.0,8.8,139.007
E,5500.0,2.0,0.0,86400.0,656.0,279.0,322.0,377.0,13157.8,5300.0,48097.3,15.125,18.15,45243.6,2673.0,5.28,142.206
M,5500.0,2.0,0.0,86400.0,649.0,212.0,261.0,437.0,8402.59,4027.0,48093.7,11.55,9.075,45261.2,2673.0,1.76,137.188
N,5500.0,2.0,0.0,86400.0,652.0,475.0,491.0,177.0,30287.0,9024.0,48113.3,9.9,18.15,45256.2,2673.0,3.52,152.561
O,5500.0,2.0,0.0,86400.0,655.0,394.0,422.0,261.0,18518.2,7485.0,48105.3,12.375,18.15,45249.1,2673.0,5.28,147.446
A,4000.0,3.0,1.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,4000.0,3.0,1.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,4000.0,3.0,1.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,4000.0,3.0,1.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
