sensor_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J),LoRaWAN_Sleep_Energy (J),LoRaWAN_Sleep_Time (seconds),LoRaWAN_Standby_Energy (J),LoRaWAN_Standby_Time (seconds),LoRaWAN_TX_Energy (J),LoRaWAN_TX_Time (seconds),LoRaWAN_RX_Energy (J),LoRaWAN_RX_Time (seconds)
ec6,7500.0,2.0,0.0,0.3,86400.0,654.0,343.0,377.0,311.0,6453.1,6516.0,48090.1,32.2932,36.3,45192.7,2673.0,8.8,146.989,0.635894,84785.9,1.39236,198.908,120.76,862.568,24.2015,432.169
ec4,7500.0,2.0,0.0,0.3,86400.0,655.0,455.0,473.0,200.0,9073.03,8644.0,48112.0,14.4772,27.225,45236.6,2673.0,7.04,153.656,0.636081,84810.7,0.991674,141.668,120.944,863.887,31.0837,555.065
t7-1,7500.0,2.0,0.0,0.3,86400.0,656.0,357.0,389.0,299.0,7036.82,6782.0,48105.0,15.9373,27.225,45233.7,2673.0,7.04,148.137,0.636397,84853.0,1.37533,196.475,121.129,865.206,24.9965,446.366
ec2,7500.0,2.0,0.0,0.3,86400.0,655.0,460.0,476.0,195.0,10522.9,8739.0,48112.4,11.275,18.15,45253.5,2673.0,3.52,153.007,0.636192,84825.6,1.06981,152.831,121.683,869.163,29.6184,528.9
t1-2,7500.0,0.0,1.0,0.3,86400.0,658.0,318.0,354.0,340.0,7934.69,6041.0,48101.6,26.3348,27.225,45212.9,2673.0,7.04,155.091,0.635463,84728.5,0.939266,134.181,121.498,867.844,32.0186,571.761
t7-2,7500.0,0.0,1.0,0.3,86400.0,650.0,394.0,418.0,256.0,9877.44,7485.0,48115.3,11.55,9.075,45261.2,2673.0,1.76,158.756,0.634791,84638.8,0.904826,129.261,121.314,866.525,35.9033,641.13
t12-5,7500.0,0.0,1.0,0.3,86400.0,655.0,431.0,454.0,224.0,6794.35,8188.0,48093.7,32.2484,36.3,45192.8,2673.0,8.8,150.518,0.635803,84773.8,0.962576,137.511,120.944,863.887,27.9752,499.556
m16,7500.0,0.0,1.0,0.3,86400.0,641.0,639.0,639.0,2.0,2505.92,12140.0,48096.8,35.5067,27.225,45194.5,2673.0,7.04,159.5,0.635162,84688.3,0.0950567,13.5795,118.359,845.423,40.4105,721.617
t13-1,7500.0,0.0,1.0,0.3,86400.0,641.0,638.0,638.0,3.0,2624.18,12121.0,48096.6,35.5067,27.225,45194.5,2673.0,7.04,159.273,0.635197,84692.9,0.0904578,12.9225,118.359,845.423,40.1885,717.652
t8-1,7500.0,0.0,1.0,0.3,86400.0,643.0,616.0,618.0,27.0,3611.85,11703.0,48097.0,35.4044,27.225,45194.7,2673.0,7.04,159.573,0.635115,84682.0,0.169504,24.2149,118.728,848.06,40.0403,715.006
